"","customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"2830","4282-YMKNA","Female",0,"No","No",9,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.75,706.6,"Yes"
"2831","0637-UBJRP","Male",0,"Yes","Yes",13,"Yes","No","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","No","Electronic check",84.05,1095.3,"Yes"
"2832","3612-YUNGG","Male",0,"Yes","Yes",64,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",109.2,6741.15,"No"
"2833","7993-NQLJE","Male",0,"Yes","Yes",15,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",75.1,1151.55,"No"
"2834","8980-WQFWL","Female",0,"No","No",35,"Yes","No","DSL","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",62.1,2096.1,"No"
"2835","5985-TBABQ","Female",0,"No","No",32,"Yes","Yes","DSL","Yes","No","No","No","Yes","Yes","One year","No","Mailed check",74.75,2282.95,"No"
"2836","9095-HFAFX","Female",0,"No","No",5,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",81,389.6,"Yes"
"2837","1862-QRWPE","Female",0,"Yes","Yes",48,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.65,1057,"No"
"2838","2419-FSORS","Male",0,"Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",108.4,7719.5,"No"
"2839","3584-WKTTW","Male",0,"Yes","No",51,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",111.55,5720.35,"No"
"2840","2303-PJYHN","Female",0,"Yes","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",19.85,52,"No"
"2841","2692-PFYTJ","Female",0,"No","No",1,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",25.75,25.75,"No"
"2842","5696-CEIQJ","Male",0,"Yes","Yes",67,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",103.15,6895.5,"No"
"2843","1697-NVVGY","Male",1,"Yes","No",19,"Yes","No","DSL","Yes","No","Yes","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",66.4,1286.05,"No"
"2844","2368-GAKKQ","Female",0,"No","No",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",113.65,7939.25,"No"
"2845","8292-FRFZQ","Female",0,"No","No",39,"No","No phone service","DSL","Yes","Yes","No","Yes","No","No","One year","No","Bank transfer (automatic)",41.15,1700.9,"No"
"2846","5035-BVCXS","Male",0,"No","No",11,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",75.9,866.4,"No"
"2847","6121-VZNQB","Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.1,19.1,"Yes"
"2848","0829-XXPLX","Female",0,"No","No",20,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",89.4,1871.15,"No"
"2849","4074-SJFFA","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",54.75,54.75,"Yes"
"2850","6034-YMTOB","Female",0,"No","No",5,"Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",75.65,399.45,"No"
"2851","7136-IHZJA","Female",0,"Yes","Yes",40,"Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","Month-to-month","Yes","Mailed check",71.35,2847.2,"No"
"2852","6475-VHUIZ","Female",0,"Yes","No",23,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Electronic check",54.25,1221.55,"No"
"2853","7850-THJMU","Female",0,"Yes","Yes",26,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.65,494.9,"No"
"2854","0868-VJRDR","Male",0,"Yes","No",64,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",104.05,6605.55,"No"
"2855","5067-XJQFU","Male",1,"Yes","Yes",66,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",108.45,7076.35,"No"
"2856","6507-ZJSUR","Male",1,"Yes","No",23,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.45,2117.25,"No"
"2857","6878-GGDWG","Female",0,"Yes","No",32,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",19.4,641.15,"No"
"2858","3853-LYGAM","Male",0,"No","No",17,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.65,1640,"No"
"2859","0743-HRVFF","Female",0,"Yes","Yes",51,"No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",56.15,2898.95,"No"
"2860","8739-QOTTN","Female",0,"Yes","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.35,41.85,"No"
"2861","1429-UYJSV","Female",0,"No","No",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.7,260.9,"No"
"2862","4378-BZYFP","Male",0,"No","No",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",20.5,365.8,"No"
"2863","9135-HSWOC","Male",0,"Yes","Yes",64,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",19.7,1274.05,"No"
"2864","7446-SFAOA","Female",0,"Yes","No",37,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",19.85,717.5,"No"
"2865","3969-GYXEL","Female",0,"No","No",11,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",76.4,838.7,"No"
"2866","1271-SJBGZ","Male",1,"No","No",12,"No","No phone service","DSL","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Electronic check",43.65,526.95,"Yes"
"2867","4608-LCIMN","Male",0,"Yes","Yes",8,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",44.65,369.15,"No"
"2868","2480-SQIOB","Male",0,"Yes","Yes",4,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",44.8,169.65,"No"
"2869","5183-KLYEM","Female",0,"No","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",112.75,8192.6,"No"
"2870","0748-RDGGM","Male",0,"Yes","No",70,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",109.5,7534.65,"Yes"
"2871","1657-DYMBM","Male",0,"Yes","No",53,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.9,1110.05,"No"
"2872","1813-JLKWR","Female",0,"Yes","Yes",64,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",19.8,1336.65,"No"
"2873","5832-TRLPB","Male",0,"No","No",29,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",75.35,2243.9,"No"
"2874","4682-BLBUC","Male",0,"Yes","No",44,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","No","One year","Yes","Electronic check",70.95,3250.45,"No"
"2875","0111-KLBQG","Male",1,"Yes","Yes",32,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",93.95,2861.45,"No"
"2876","4445-KWOKW","Female",0,"No","No",42,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","One year","Yes","Bank transfer (automatic)",60.15,2421.6,"No"
"2877","7964-VEXDG","Male",0,"No","Yes",21,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",80.35,1747.2,"No"
"2878","4656-CAURT","Male",0,"No","No",69,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",23.95,1713.1,"No"
"2879","7639-SUPCW","Female",0,"No","No",22,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",48.8,1054.6,"Yes"
"2880","0928-XUTSN","Female",0,"No","No",13,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",80.5,1011.8,"No"
"2881","6285-FTQBF","Male",0,"Yes","Yes",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.55,1867.7,"No"
"2882","5609-CEBID","Female",1,"No","No",20,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",94.1,1782.4,"Yes"
"2883","9313-QOLTZ","Male",0,"No","No",26,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.9,518.3,"No"
"2884","5753-QQWPW","Female",0,"No","No",28,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Electronic check",59.9,1654.7,"No"
"2885","8970-ANWXO","Female",0,"No","No",23,"Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","One year","Yes","Mailed check",73.75,1756.6,"No"
"2886","1194-SPVSP","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",19.65,19.65,"No"
"2887","6211-WWLTF","Male",0,"Yes","No",63,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",99.7,6330.4,"No"
"2888","0481-SUMCB","Female",1,"No","No",45,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",102.15,4735.35,"No"
"2889","6972-SNKKW","Female",0,"No","No",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20,109.2,"No"
"2890","4578-PHJYZ","Male",0,"Yes","Yes",52,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","No","One year","Yes","Electronic check",68.75,3482.85,"No"
"2891","3055-MJDSB","Male",0,"No","No",9,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",24.6,190.1,"No"
"2892","2804-ETQDK","Male",0,"No","Yes",66,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.55,1357.1,"No"
"2893","1374-DMZUI","Female",1,"No","No",4,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.3,424.45,"Yes"
"2894","5351-QESIO","Male",0,"No","Yes",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",24.2,24.2,"No"
"2895","9767-FFLEM","Male",0,"No","No",38,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",69.5,2625.25,"No"
"2896","8562-GHPPI","Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",19.8,19.8,"No"
"2897","7560-QRBXH","Female",0,"No","Yes",48,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.95,936.7,"No"
"2898","5197-LQXXH","Female",0,"Yes","No",71,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",83.3,5894.5,"No"
"2899","5828-DWPIL","Male",1,"Yes","No",62,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",89.1,5618.3,"No"
"2900","8402-EIVQS","Male",0,"Yes","No",67,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",100.9,6733.15,"No"
"2901","0643-OKLRP","Female",1,"Yes","No",47,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",80.35,3825.85,"Yes"
"2902","8992-OBVDG","Male",0,"No","No",21,"Yes","No","DSL","No","No","Yes","No","No","Yes","Month-to-month","No","Mailed check",61.65,1393.6,"No"
"2903","5656-JAMLX","Male",0,"No","No",62,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.85,1253.65,"No"
"2904","3373-YZZYM","Male",0,"Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.2,19.2,"No"
"2905","7410-YTJIK","Female",0,"No","No",7,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",75.45,480.75,"Yes"
"2906","3572-UUHRS","Male",0,"No","No",45,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",18.85,867.3,"No"
"2907","7233-IOQNP","Female",0,"Yes","No",43,"No","No phone service","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",34,1505.35,"No"
"2908","4183-WCSEP","Male",0,"No","No",31,"Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check",78.45,2435.15,"Yes"
"2909","7691-XVTZH","Female",0,"Yes","No",68,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Two year","Yes","Bank transfer (automatic)",89.95,5974.3,"No"
"2910","3118-UHVVQ","Female",0,"Yes","No",68,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.8,1911.5,"No"
"2911","7892-QVYKW","Female",0,"Yes","Yes",23,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",85.6,1868.4,"No"
"2912","2027-WKXMW","Female",0,"Yes","No",63,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",108.75,6871.7,"No"
"2913","0201-OAMXR","Female",0,"No","No",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",115.55,8127.6,"Yes"
"2914","3021-VLNRJ","Female",0,"No","Yes",50,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","One year","Yes","Credit card (automatic)",70.8,3478.15,"No"
"2915","7813-ZGGAW","Male",1,"No","No",31,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",96.6,2877.95,"No"
"2916","0440-QEXBZ","Female",0,"No","No",44,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",50.15,2139.1,"No"
"2917","6728-VOIFY","Female",0,"Yes","No",63,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",96,6109.75,"No"
"2918","5424-RLQLC","Male",0,"No","No",10,"Yes","No","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Mailed check",59.65,638.95,"No"
"2919","4182-BGSIQ","Female",0,"Yes","Yes",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)",19.8,196.75,"No"
"2920","0784-ZQJZX","Male",0,"No","Yes",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.9,1529.65,"No"
"2921","1306-RPWXZ","Female",0,"No","Yes",49,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.45,1024.65,"No"
"2922","4223-WOZCM","Male",1,"No","No",2,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Mailed check",49.95,107.1,"No"
"2923","9742-XOKTS","Male",0,"Yes","Yes",67,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","One year","No","Electronic check",89.55,6038.55,"No"
"2924","4660-IRIBM","Male",0,"Yes","Yes",18,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","No","Month-to-month","Yes","Mailed check",87.9,1500.5,"No"
"2925","6184-DYUOB","Female",0,"Yes","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.6,55.25,"No"
"2926","4140-MUHUG","Female",1,"No","No",3,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",86.85,220.95,"Yes"
"2927","0744-GKNGE","Female",0,"Yes","Yes",64,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",86.8,5327.25,"No"
"2928","1101-SSWAG","Female",0,"Yes","No",15,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",51.1,711.15,"No"
"2929","4881-GQJTW","Male",0,"No","No",14,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",19.6,300.4,"No"
"2930","9880-TDQAC","Female",0,"Yes","Yes",72,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",60,4264,"No"
"2931","6663-JOCQO","Male",0,"Yes","Yes",31,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",75.25,2344.5,"No"
"2932","2348-KCJLT","Female",0,"Yes","No",44,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","Yes","Mailed check",61.5,2722.2,"No"
"2933","3094-JOJAI","Male",0,"No","No",18,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",74.15,1387,"No"
"2934","8992-CEUEN","Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",18.85,18.85,"No"
"2935","2722-JMONI","Female",1,"Yes","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.55,49.55,"Yes"
"2936","4623-ZKHLY","Male",0,"Yes","No",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)",20.45,471.55,"No"
"2937","3871-IKPYH","Male",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.1,69.1,"Yes"
"2938","4672-FOTSD","Male",0,"No","No",12,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check",67.25,832.3,"No"
"2939","6257-DTAYD","Male",0,"Yes","No",71,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",104.15,7365.3,"No"
"2940","5287-QWLKY","Male",1,"Yes","Yes",71,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",105.1,7548.1,"Yes"
"2941","1518-OMDIK","Male",0,"Yes","No",33,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",44.55,1462.6,"No"
"2942","8519-QJGJD","Female",0,"No","No",14,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",75.35,1025.95,"Yes"
"2943","4913-EHYUI","Male",1,"Yes","Yes",56,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.55,5794.65,"Yes"
"2944","3158-MOERK","Female",0,"No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96,174.8,"Yes"
"2945","5375-XLDOF","Male",0,"Yes","Yes",69,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",114.35,7665.8,"No"
"2946","2789-CZANW","Female",0,"Yes","Yes",64,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",110.3,6997.3,"No"
"2947","1113-IUJYX","Female",0,"Yes","No",14,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","No","Mailed check",105.95,1348.9,"Yes"
"2948","5057-LCOUI","Female",0,"No","No",39,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",50.75,2011.4,"Yes"
"2949","8819-IMISP","Male",0,"No","No",31,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",80.45,2429.1,"No"
"2950","8109-YUOHE","Male",0,"No","No",17,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","No","Mailed check",56.1,946.95,"No"
"2951","4195-NZGTA","Female",0,"No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",25.25,25.25,"No"
"2952","9680-NIAUV","Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",109.7,8129.3,"No"
"2953","3970-XGJDU","Female",0,"No","No",62,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",19.2,1123.65,"No"
"2954","7074-IEVOJ","Female",1,"No","No",3,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.4,205.05,"Yes"
"2955","9763-PDTKK","Female",0,"No","No",4,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",94.4,387.2,"Yes"
"2956","9018-PCIOK","Female",0,"No","No",55,"Yes","No","DSL","No","Yes","Yes","No","No","Yes","Two year","Yes","Mailed check",64.75,3617.1,"No"
"2957","6038-GCYEC","Female",0,"No","No",24,"No","No phone service","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",54.15,1240.25,"Yes"
"2958","0264-CNITK","Female",0,"Yes","Yes",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.1,1389.6,"No"
"2959","5324-KTGCG","Male",0,"Yes","No",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",20.85,1539.75,"No"
"2960","6463-MVYRY","Female",1,"No","No",57,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","Two year","No","Bank transfer (automatic)",69.85,4003,"No"
"2961","6242-FEGFD","Male",0,"Yes","No",66,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","No","Mailed check",96.6,6424.25,"No"
"2962","8780-YRMTT","Female",0,"No","No",66,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Mailed check",47.4,3177.25,"No"
"2963","9068-FHQHD","Female",0,"Yes","Yes",40,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.15,777.35,"No"
"2964","6374-AFWOX","Male",0,"Yes","No",46,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Mailed check",65.65,3047.15,"No"
"2965","6635-MYYYZ","Female",0,"No","No",30,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",85.35,2530.4,"Yes"
"2966","9754-CLVZW","Female",0,"Yes","Yes",26,"No","No phone service","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","Credit card (automatic)",38.85,1025.15,"No"
"2967","6598-RFFVI","Male",0,"No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.3,28.3,"Yes"
"2968","9529-OFXHY","Male",0,"No","No",15,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",87.75,1242.2,"No"
"2969","0983-TATYJ","Female",0,"Yes","No",33,"Yes","No","DSL","No","No","No","Yes","No","No","One year","Yes","Mailed check",51.45,1758.9,"No"
"2970","1814-WFGVS","Male",0,"Yes","Yes",72,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","No","Two year","No","Mailed check",48.9,3527,"No"
"2971","4572-DVCGN","Female",0,"No","No",10,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",80.25,846,"Yes"
"2972","8097-VBQTZ","Male",0,"No","No",54,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Mailed check",69.9,3883.3,"No"
"2973","9272-LSVYH","Male",0,"No","No",10,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",70.15,735.5,"No"
"2974","7234-KMNRQ","Male",0,"No","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19,73.45,"No"
"2975","8631-NBHFZ","Male",1,"Yes","Yes",66,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",79.4,5154.6,"Yes"
"2976","6851-WEFYX","Male",1,"Yes","No",35,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.8,3437.5,"No"
"2977","0220-EBGCE","Male",0,"No","No",2,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",85.85,167.3,"Yes"
"2978","1399-UBQIU","Male",0,"No","No",11,"Yes","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",69.35,712.25,"No"
"2979","4518-FZBSX","Male",0,"Yes","Yes",42,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.25,854.9,"No"
"2980","0749-IRGQE","Female",1,"Yes","No",13,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",45.3,528.45,"No"
"2981","3088-FVYWK","Male",0,"Yes","Yes",53,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.55,1336.1,"No"
"2982","6685-XSHHU","Male",0,"Yes","Yes",60,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",20.95,1270.55,"No"
"2983","8974-OVACP","Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.15,20.15,"No"
